id,attr_time,,attr_x,attr_y,attr_z
5356,1.54718E+12,2018-01-11 14:53:51,-0.200943,2.58817,8.86983
5357,1.54718E+12,2018-01-11 14:53:52,-0.220123,2.60489,8.83525
5358,1.54718E+12,2018-01-11 14:53:52,-0.211502,2.60173,8.93079
5359,1.54718E+12,2018-01-11 14:53:52,-0.207275,2.569,9.0121
5360,1.54718E+12,2018-01-11 14:53:52,-0.224991,2.50642,9.11307
5361,1.54718E+12,2018-01-11 14:53:52,-0.176239,2.60645,9.16963
5362,1.54718E+12,2018-01-11 14:53:52,-0.171722,2.59982,8.9781
5363,1.54718E+12,2018-01-11 14:53:52,-0.232941,2.60995,8.88442
5364,1.54718E+12,2018-01-11 14:53:52,-0.22084,2.5744,8.86266
5365,1.54718E+12,2018-01-11 14:53:52,-0.261642,2.60478,8.99538
5366,1.54718E+12,2018-01-11 14:53:52,-0.259201,2.57108,9.12386
5367,1.54718E+12,2018-01-11 14:53:52,-0.13765,2.49518,8.8737
5368,1.54718E+12,2018-01-11 14:53:52,-0.124786,2.47308,8.80745
5369,1.54718E+12,2018-01-11 14:53:52,-0.243073,2.54889,9.0854
5370,1.54718E+12,2018-01-11 14:53:52,-0.287323,2.67192,8.87772
5371,1.54718E+12,2018-01-11 14:53:52,-0.325974,2.77484,8.71227
5372,1.54718E+12,2018-01-11 14:53:52,-0.25824,2.72458,9.11078
5373,1.54718E+12,2018-01-11 14:53:52,-0.108978,2.71405,8.61298
5374,1.54718E+12,2018-01-11 14:53:52,-0.172775,2.73352,8.81216
5375,1.54718E+12,2018-01-11 14:53:52,-0.225555,2.6557,9.1062
5376,1.54718E+12,2018-01-11 14:53:52,-0.21524,2.5938,9.03397
5377,1.54718E+12,2018-01-11 14:53:52,-0.203629,2.58675,8.90901
5378,1.54718E+12,2018-01-11 14:53:52,-0.21965,2.59532,8.73743
5379,1.54718E+12,2018-01-11 14:53:52,-0.217178,2.61938,8.78342
5380,1.54718E+12,2018-01-11 14:53:52,-0.249344,2.61488,9.00441
5381,1.54718E+12,2018-01-11 14:53:52,-0.177811,2.49635,9.1299
5382,1.54718E+12,2018-01-11 14:53:52,-0.132492,2.44179,9.2122
5383,1.54718E+12,2018-01-11 14:53:52,-0.178726,2.81314,8.95811
5384,1.54718E+12,2018-01-11 14:53:52,-0.194519,2.93567,8.81294
5385,1.54718E+12,2018-01-11 14:53:52,-0.249496,2.56377,9.0168
5386,1.54718E+12,2018-01-11 14:53:52,-0.237183,2.5339,8.90643
5387,1.54718E+12,2018-01-11 14:53:52,-0.186462,2.57448,8.90643
5388,1.54718E+12,2018-01-11 14:53:52,-0.155914,2.57962,8.96951
5389,1.54718E+12,2018-01-11 14:53:52,-0.14592,2.61794,8.93968
5390,1.54718E+12,2018-01-11 14:53:52,-0.171906,2.58789,8.96181
5391,1.54718E+12,2018-01-11 14:53:52,-0.21814,2.61624,8.9944
5392,1.54718E+12,2018-01-11 14:53:52,-0.256073,2.642,8.93048
5393,1.54718E+12,2018-01-11 14:53:52,-0.23587,2.64915,8.79396
5394,1.54718E+12,2018-01-11 14:53:52,-0.219147,2.60617,8.85136
5395,1.54718E+12,2018-01-11 14:53:52,-0.191544,2.56659,8.87059
5396,1.54718E+12,2018-01-11 14:53:52,-0.171555,2.53195,9.01154
5397,1.54718E+12,2018-01-11 14:53:52,-0.150146,2.56842,9.05658
5398,1.54718E+12,2018-01-11 14:53:52,-0.171829,2.61618,9.07429
5399,1.54718E+12,2018-01-11 14:53:52,-0.212631,2.64468,8.95171
5400,1.54718E+12,2018-01-11 14:53:52,-0.164642,2.62352,8.97031
5401,1.54718E+12,2018-01-11 14:53:52,-0.187454,2.5679,8.85849
5402,1.54718E+12,2018-01-11 14:53:52,-0.196991,2.55287,8.90059
5403,1.54718E+12,2018-01-11 14:53:52,-0.206253,2.56213,9.02095
5404,1.54718E+12,2018-01-11 14:53:52,-0.201889,2.56813,9.05504
5405,1.54718E+12,2018-01-11 14:53:52,-0.179657,2.6032,8.95279
5406,1.54718E+12,2018-01-11 14:53:52,-0.172394,2.64973,8.91557
5407,1.54718E+12,2018-01-11 14:53:53,-0.184357,2.62404,8.92508
5408,1.54718E+12,2018-01-11 14:53:53,-0.215591,2.633,9.05629
5409,1.54718E+12,2018-01-11 14:53:53,-0.172379,2.55566,8.91417
5410,1.54718E+12,2018-01-11 14:53:53,-0.154572,2.53896,8.88202
5411,1.54718E+12,2018-01-11 14:53:53,-0.138107,2.54402,8.72638
5412,1.54718E+12,2018-01-11 14:53:53,-0.220093,2.5836,8.81126
5413,1.54718E+12,2018-01-11 14:53:53,-0.215668,2.5836,8.9617
5414,1.54718E+12,2018-01-11 14:53:53,-0.19725,2.55597,9.18275
5415,1.54718E+12,2018-01-11 14:53:53,-0.0425415,2.58246,9.05669
5416,1.54718E+12,2018-01-11 14:53:53,-0.0523376,2.54526,8.88803
5417,1.54718E+12,2018-01-11 14:53:53,-0.320892,2.64427,9.35468
5418,1.54718E+12,2018-01-11 14:53:53,-0.313019,2.69205,9.13034
5419,1.54718E+12,2018-01-11 14:53:53,-0.266403,2.76439,8.86668
5420,1.54718E+12,2018-01-11 14:53:53,-0.214355,2.71912,8.71729
5421,1.54718E+12,2018-01-11 14:53:53,-0.298874,2.50204,8.90683
5422,1.54718E+12,2018-01-11 14:53:53,-0.24379,2.32738,9.01669
5423,1.54718E+12,2018-01-11 14:53:53,-0.171448,2.33047,9.01137
5424,1.54718E+12,2018-01-11 14:53:53,-0.163605,2.59703,9.03174
5425,1.54718E+12,2018-01-11 14:53:53,-0.166931,2.86072,9.08887
5426,1.54718E+12,2018-01-11 14:53:53,-0.160446,2.51402,8.99074
5427,1.54718E+12,2018-01-11 14:53:53,-0.250961,2.47971,8.82481
5428,1.54718E+12,2018-01-11 14:53:53,-0.287964,2.64796,9.00893
5429,1.54718E+12,2018-01-11 14:53:53,-0.14473,2.57155,8.95042
5430,1.54718E+12,2018-01-11 14:53:53,-0.175461,2.53058,9.02213
5431,1.54718E+12,2018-01-11 14:53:53,-0.202652,2.5313,9.07077
5432,1.54718E+12,2018-01-11 14:53:53,-0.227249,2.57123,8.9525
5433,1.54718E+12,2018-01-11 14:53:53,-0.256226,2.53571,8.93892
5434,1.54718E+12,2018-01-11 14:53:53,-0.220993,2.59697,9.06946
5435,1.54718E+12,2018-01-11 14:53:53,-0.3172,2.77599,9.02469
5436,1.54718E+12,2018-01-11 14:53:53,-0.365402,2.82314,9.07883
5437,1.54718E+12,2018-01-11 14:53:53,-0.299255,2.39525,9.17024
5438,1.54718E+12,2018-01-11 14:53:53,-0.262833,2.54491,8.7997
5439,1.54718E+12,2018-01-11 14:53:53,-0.22554,2.60921,8.73903
5440,1.54718E+12,2018-01-11 14:53:53,-0.210693,2.62404,8.93193
5441,1.54718E+12,2018-01-11 14:53:53,-0.210693,2.62404,9.12465
5442,1.54718E+12,2018-01-11 14:53:53,-0.19516,2.63667,9.05138
5443,1.54718E+12,2018-01-11 14:53:53,-0.190979,2.61574,8.94371
5444,1.54718E+12,2018-01-11 14:53:53,-0.218185,2.48756,8.9147
5445,1.54718E+12,2018-01-11 14:53:53,-0.303513,2.53419,8.94771
5446,1.54718E+12,2018-01-11 14:53:53,-0.294312,2.5526,8.95691
5447,1.54718E+12,2018-01-11 14:53:53,-0.287369,2.57606,8.91754
5448,1.54718E+12,2018-01-11 14:53:53,-0.261093,2.56825,8.82008
5449,1.54718E+12,2018-01-11 14:53:53,-0.168304,2.43692,8.98332
5450,1.54718E+12,2018-01-11 14:53:53,-0.210312,2.66701,8.9834
5451,1.54718E+12,2018-01-11 14:53:53,-0.243958,2.70865,9.04157
5452,1.54718E+12,2018-01-11 14:53:53,-0.236862,2.66606,9.06995
5453,1.54718E+12,2018-01-11 14:53:53,-0.234467,2.64038,9.07579
5454,1.54718E+12,2018-01-11 14:53:53,-0.207703,2.49463,8.67958
5455,1.54718E+12,2018-01-11 14:53:53,-0.255249,2.66559,8.37514
5456,1.54718E+12,2018-01-11 14:53:54,-0.225479,2.63882,8.62286
5457,1.54718E+12,2018-01-11 14:53:54,-0.178772,2.59212,8.74429
5458,1.54718E+12,2018-01-11 14:53:54,-0.146667,2.61142,8.63252
5459,1.54718E+12,2018-01-11 14:53:54,-0.143509,2.6635,8.45743
5460,1.54718E+12,2018-01-11 14:53:54,-0.366714,2.76025,8.77728
5461,1.54718E+12,2018-01-11 14:53:54,-0.602905,2.78264,8.95317
5462,1.54718E+12,2018-01-11 14:53:54,-0.667679,2.73627,8.94473
5463,1.54718E+12,2018-01-11 14:53:54,-0.731689,2.70233,8.5473
5464,1.54718E+12,2018-01-11 14:53:54,-0.725952,2.84409,8.55745
5465,1.54718E+12,2018-01-11 14:53:54,-0.870544,2.91467,8.85022
5466,1.54718E+12,2018-01-11 14:53:54,-1.00571,2.95302,9.06975
5467,1.54718E+12,2018-01-11 14:53:54,-1.04723,2.8989,9.05392
5468,1.54718E+12,2018-01-11 14:53:54,-1.01032,2.82506,8.90624
5469,1.54718E+12,2018-01-11 14:53:54,-1.21075,2.55061,8.84175
5470,1.54718E+12,2018-01-11 14:53:54,-1.15329,2.48662,8.87659
5471,1.54718E+12,2018-01-11 14:53:54,-1.14349,2.60878,8.56538
5472,1.54718E+12,2018-01-11 14:53:54,-1.45186,2.68361,8.6559
5473,1.54718E+12,2018-01-11 14:53:54,-1.56343,2.9341,9.23117
5474,1.54718E+12,2018-01-11 14:53:54,-2.12566,3.12897,9.494
5475,1.54718E+12,2018-01-11 14:53:54,-2.35863,2.56673,8.90698
5476,1.54718E+12,2018-01-11 14:53:54,-2.19099,2.13603,8.64143
5477,1.54718E+12,2018-01-11 14:53:54,-1.783,2.52443,9.41135
5478,1.54718E+12,2018-01-11 14:53:54,-1.42545,2.65056,8.7296
5479,1.54718E+12,2018-01-11 14:53:54,-0.957291,2.46773,7.93629
5480,1.54718E+12,2018-01-11 14:53:54,-0.748688,1.93399,8.15901
5481,1.54718E+12,2018-01-11 14:53:54,-0.857544,2.02673,8.80006
5482,1.54718E+12,2018-01-11 14:53:54,-1.19408,2.33806,9.01881
5483,1.54718E+12,2018-01-11 14:53:54,-1.31616,2.79894,8.88196
5484,1.54718E+12,2018-01-11 14:53:54,-1.29553,2.95372,8.78909
5485,1.54718E+12,2018-01-11 14:53:54,-1.22014,2.95016,8.66055
5486,1.54718E+12,2018-01-11 14:53:54,-1.13174,2.90494,8.96561
5487,1.54718E+12,2018-01-11 14:53:54,-0.968964,2.95868,8.98952
5488,1.54718E+12,2018-01-11 14:53:54,-0.926086,2.83131,8.7262
5489,1.54718E+12,2018-01-11 14:53:54,-0.997757,2.79597,8.74385
5490,1.54718E+12,2018-01-11 14:53:54,-1.06972,2.75957,8.74532
5491,1.54718E+12,2018-01-11 14:53:54,-1.24422,2.71982,8.87381
5492,1.54718E+12,2018-01-11 14:53:54,-1.15167,2.74863,8.51912
5493,1.54718E+12,2018-01-11 14:53:54,-1.18546,2.7122,8.66402
5494,1.54718E+12,2018-01-11 14:53:54,-1.11092,2.81903,8.90086
5495,1.54718E+12,2018-01-11 14:53:54,-1.11092,2.86974,8.93127
5496,1.54718E+12,2018-01-11 14:53:54,-1.11913,2.96811,9.03008
5497,1.54718E+12,2018-01-11 14:53:54,-1.06633,2.98346,8.99512
5498,1.54718E+12,2018-01-11 14:53:54,-0.968033,2.89561,8.71892
5499,1.54718E+12,2018-01-11 14:53:54,-0.919632,2.85388,8.69885
5500,1.54718E+12,2018-01-11 14:53:54,-0.919373,2.85388,8.79193
5501,1.54718E+12,2018-01-11 14:53:54,-0.909409,2.84889,8.81503
5502,1.54718E+12,2018-01-11 14:53:54,-0.914337,2.83534,8.70431
5503,1.54718E+12,2018-01-11 14:53:54,-1.01007,2.91635,8.90962
5504,1.54718E+12,2018-01-11 14:53:54,-0.956238,2.96735,8.7747
5505,1.54718E+12,2018-01-11 14:53:54,-0.944916,2.9624,8.78508
5506,1.54718E+12,2018-01-11 14:53:54,-0.955048,2.98267,8.86617
5507,1.54718E+12,2018-01-11 14:53:55,-0.949905,2.99519,8.87662
5508,1.54718E+12,2018-01-11 14:53:55,-0.94458,2.96159,8.8652
5509,1.54718E+12,2018-01-11 14:53:55,-0.863174,2.95572,8.71049
5510,1.54718E+12,2018-01-11 14:53:55,-0.84671,2.91528,8.65468
5511,1.54718E+12,2018-01-11 14:53:55,-0.856049,2.92462,8.73875
5512,1.54718E+12,2018-01-11 14:53:55,-0.870529,2.92189,8.77431
5513,1.54718E+12,2018-01-11 14:53:55,-0.906433,2.92093,8.81789
5514,1.54718E+12,2018-01-11 14:53:55,-0.854843,2.93683,8.78033
5515,1.54718E+12,2018-01-11 14:53:55,-0.843903,2.99022,8.79097
5516,1.54718E+12,2018-01-11 14:53:55,-0.853088,3.00859,8.86522
5517,1.54718E+12,2018-01-11 14:53:55,-0.859238,3.02089,8.92781
5518,1.54718E+12,2018-01-11 14:53:55,-0.856155,2.97559,8.78979
5519,1.54718E+12,2018-01-11 14:53:55,-0.842758,2.94107,8.72276
5520,1.54718E+12,2018-01-11 14:53:55,-0.823608,2.93742,8.68323
5521,1.54718E+12,2018-01-11 14:53:55,-0.815613,2.91135,8.6543
5522,1.54718E+12,2018-01-11 14:53:55,-0.802383,2.91135,8.68076
5523,1.54718E+12,2018-01-11 14:53:55,-0.789139,2.91135,8.70723
5524,1.54718E+12,2018-01-11 14:53:55,-0.764893,2.93051,8.75574
5525,1.54718E+12,2018-01-11 14:53:55,-0.823608,3.06458,8.94473
5526,1.54718E+12,2018-01-11 14:53:55,-0.823608,3.06458,9.0782
5527,1.54718E+12,2018-01-11 14:53:55,-0.790176,3.03671,8.99837
5528,1.54718E+12,2018-01-11 14:53:55,-0.666717,2.91635,8.72308
5529,1.54718E+12,2018-01-11 14:53:55,-0.657211,2.86047,8.69455
5530,1.54718E+12,2018-01-11 14:53:55,-0.696594,2.84077,8.81271
5531,1.54718E+12,2018-01-11 14:53:55,-0.721359,2.85373,8.93767
5532,1.54718E+12,2018-01-11 14:53:55,-0.758301,3.00526,9.27544
5533,1.54718E+12,2018-01-11 14:53:55,-0.684753,3.10001,8.94569
5534,1.54718E+12,2018-01-11 14:53:55,-0.523209,3.03598,8.8213
5535,1.54718E+12,2018-01-11 14:53:55,-0.35614,2.96004,8.76814
5536,1.54718E+12,2018-01-11 14:53:55,-0.238647,2.88028,8.6823
5537,1.54718E+12,2018-01-11 14:53:55,-0.144775,2.90492,8.68933
5538,1.54718E+12,2018-01-11 14:53:55,-0.201187,2.83083,8.84338
5539,1.54718E+12,2018-01-11 14:53:55,-0.179703,2.81836,8.88451
5540,1.54718E+12,2018-01-11 14:53:55,-0.0543213,2.87321,8.82965
5541,1.54718E+12,2018-01-11 14:53:55,0.0710602,2.92805,8.7748
5542,1.54718E+12,2018-01-11 14:53:55,0.0576935,2.96075,8.50824
5543,1.54718E+12,2018-01-11 14:53:55,-0.0555725,3.17477,8.55602
5544,1.54718E+12,2018-01-11 14:53:55,0.0529327,3.18063,9.08212
5545,1.54718E+12,2018-01-11 14:53:55,-0.202499,3.48506,9.02635
5546,1.54718E+12,2018-01-11 14:53:55,-0.616669,3.93372,8.733
5547,1.54718E+12,2018-01-11 14:53:55,-0.66272,4.15607,8.25034
5548,1.54718E+12,2018-01-11 14:53:55,-0.563339,4.18703,7.67194
5549,1.54718E+12,2018-01-11 14:53:55,-1.26482,4.38618,7.96843
5550,1.54718E+12,2018-01-11 14:53:55,-1.4326,4.38028,8.12361
5551,1.54718E+12,2018-01-11 14:53:55,-1.41379,4.35207,8.22707
5552,1.54718E+12,2018-01-11 14:53:55,-1.39821,4.32872,8.31267
5553,1.54718E+12,2018-01-11 14:53:55,-1.35667,4.32872,8.48962
5554,1.54718E+12,2018-01-11 14:53:56,-1.3064,4.34026,8.13058
5555,1.54718E+12,2018-01-11 14:53:56,-1.35991,4.33479,8.18182
5556,1.54718E+12,2018-01-11 14:53:56,-1.34669,4.40205,8.16867
5557,1.54718E+12,2018-01-11 14:53:56,-1.32643,4.54392,8.00653
5558,1.54718E+12,2018-01-11 14:53:56,-1.46104,4.61574,7.71439
5559,1.54718E+12,2018-01-11 14:53:56,-1.53229,4.62367,7.55035
5560,1.54718E+12,2018-01-11 14:53:56,-1.64755,4.64894,7.85667
5561,1.54718E+12,2018-01-11 14:53:56,-1.69365,4.6066,7.97862
5562,1.54718E+12,2018-01-11 14:53:56,-1.72433,4.55287,8.05536
5563,1.54718E+12,2018-01-11 14:53:56,-1.57928,4.49841,6.47586
5564,1.54718E+12,2018-01-11 14:53:56,-2.26415,4.89478,7.9315
5565,1.54718E+12,2018-01-11 14:53:56,-2.34068,4.72563,9.29152
5566,1.54718E+12,2018-01-11 14:53:56,-2.3633,4.89995,8.66264
5567,1.54718E+12,2018-01-11 14:53:56,-2.14154,4.93954,7.52217
5568,1.54718E+12,2018-01-11 14:53:56,-1.91977,4.97914,6.38164
5569,1.54718E+12,2018-01-11 14:53:56,-1.88374,4.70183,7.603
5570,1.54718E+12,2018-01-11 14:53:56,-1.84795,4.50494,8.22989
5571,1.54718E+12,2018-01-11 14:53:56,-1.74837,4.2821,8.25238
5572,1.54718E+12,2018-01-11 14:53:56,-1.64867,4.34499,8.04836
5573,1.54718E+12,2018-01-11 14:53:56,-1.67543,4.5293,7.8178
5574,1.54718E+12,2018-01-11 14:53:56,-1.68559,4.5681,7.69
5575,1.54718E+12,2018-01-11 14:53:56,-1.65193,4.60658,7.75252
5576,1.54718E+12,2018-01-11 14:53:56,-1.72333,4.65303,7.89079
5577,1.54718E+12,2018-01-11 14:53:56,-1.67938,4.55856,7.8755
5578,1.54718E+12,2018-01-11 14:53:56,-1.65106,4.55856,7.97934
5579,1.54718E+12,2018-01-11 14:53:56,-1.62805,4.54509,8.00983
5580,1.54718E+12,2018-01-11 14:53:56,-1.62901,4.49821,7.83289
5581,1.54718E+12,2018-01-11 14:53:56,-1.65318,4.44363,7.90402
5582,1.54718E+12,2018-01-11 14:53:56,-1.62268,4.41086,7.95998
5583,1.54718E+12,2018-01-11 14:53:56,-1.60315,4.37277,7.94679
5584,1.54718E+12,2018-01-11 14:53:56,-1.62347,4.35245,8.089
5585,1.54718E+12,2018-01-11 14:53:56,-1.64145,4.35455,8.07431
5586,1.54718E+12,2018-01-11 14:53:56,-1.67804,4.36702,7.96375
5587,1.54718E+12,2018-01-11 14:53:56,-1.70216,4.43361,7.9987
5588,1.54718E+12,2018-01-11 14:53:56,-1.67798,4.48369,8.24657
5589,1.54718E+12,2018-01-11 14:53:56,-1.62454,4.5011,8.26034
5590,1.54718E+12,2018-01-11 14:53:56,-1.41492,4.45145,7.76683
5591,1.54718E+12,2018-01-11 14:53:56,-1.34076,4.37231,7.58482
5592,1.54718E+12,2018-01-11 14:53:56,-1.17714,4.27653,7.8318
5593,1.54718E+12,2018-01-11 14:53:56,-1.162,4.21379,8.14987
5594,1.54718E+12,2018-01-11 14:53:56,-1.24211,4.21379,8.3181
5595,1.54718E+12,2018-01-11 14:53:56,-1.32159,4.21379,8.48505
5596,1.54718E+12,2018-01-11 14:53:56,-1.19032,4.36144,8.57283
5597,1.54718E+12,2018-01-11 14:53:56,-1.00023,4.42629,8.08141
5598,1.54718E+12,2018-01-11 14:53:56,-0.770508,4.26419,7.66615
5599,1.54718E+12,2018-01-11 14:53:56,-0.743408,4.04997,7.97652
5600,1.54718E+12,2018-01-11 14:53:56,-0.800262,3.81308,8.64929
5601,1.54718E+12,2018-01-11 14:53:56,-0.823608,3.76405,8.97385
5602,1.54718E+12,2018-01-11 14:53:56,-0.838242,3.81157,8.87514
5603,1.54718E+12,2018-01-11 14:53:56,-0.666855,3.69531,8.60985
5604,1.54718E+12,2018-01-11 14:53:57,-0.521423,3.62852,8.28299
5605,1.54718E+12,2018-01-11 14:53:57,-0.540405,3.58104,8.57739
5606,1.54718E+12,2018-01-11 14:53:57,-0.55545,3.54341,8.81067
5607,1.54718E+12,2018-01-11 14:53:57,-0.437286,3.42459,8.73666
5608,1.54718E+12,2018-01-11 14:53:57,-0.370697,3.34467,8.78993
5609,1.54718E+12,2018-01-11 14:53:57,-0.36702,3.35806,8.68831
5610,1.54718E+12,2018-01-11 14:53:57,-0.383072,3.49852,8.56613
5611,1.54718E+12,2018-01-11 14:53:57,-0.383072,3.66093,8.51538
5612,1.54718E+12,2018-01-11 14:53:57,-0.348709,3.73102,8.49046
5613,1.54718E+12,2018-01-11 14:53:57,-0.251846,3.78058,8.4659
5614,1.54718E+12,2018-01-11 14:53:57,-0.162537,3.75642,8.68468
5615,1.54718E+12,2018-01-11 14:53:57,-0.0141144,3.7541,8.66621
5616,1.54718E+12,2018-01-11 14:53:57,0.139832,3.7541,8.61233
5617,1.54718E+12,2018-01-11 14:53:57,0.366806,3.79976,8.37537
5618,1.54718E+12,2018-01-11 14:53:57,0.696655,3.86813,7.48773
5619,1.54718E+12,2018-01-11 14:53:57,0.783722,3.97519,6.70976
5620,1.54718E+12,2018-01-11 14:53:57,0.75,4.26497,5.94933
5621,1.54718E+12,2018-01-11 14:53:57,1.09404,4.05695,8.09358
5622,1.54718E+12,2018-01-11 14:53:57,1.43652,3.84988,10.228
5623,1.54718E+12,2018-01-11 14:53:57,1.29176,4.129,9.6694
5624,1.54718E+12,2018-01-11 14:53:57,0.993927,4.00859,8.11575
5625,1.54718E+12,2018-01-11 14:53:57,0.69342,4.33534,7.5735
5626,1.54718E+12,2018-01-11 14:53:57,0.797943,4.15956,7.80315
5627,1.54718E+12,2018-01-11 14:53:57,0.911057,3.87245,8.05545
5628,1.54718E+12,2018-01-11 14:53:57,0.586823,3.88098,8.01305
5629,1.54718E+12,2018-01-11 14:53:57,-0.109955,4.09174,7.94601
5630,1.54718E+12,2018-01-11 14:53:57,0.170761,3.8232,8.39743
5631,1.54718E+12,2018-01-11 14:53:57,0.667557,3.6514,8.62511
5632,1.54718E+12,2018-01-11 14:53:57,0.572876,3.86919,8.5683
5633,1.54718E+12,2018-01-11 14:53:57,0.498001,4.04141,8.52336
5634,1.54718E+12,2018-01-11 14:53:57,0.51442,4.10568,8.43994
5635,1.54718E+12,2018-01-11 14:53:57,0.459869,4.18831,8.39525
5636,1.54718E+12,2018-01-11 14:53:57,0.421387,4.10785,8.43997
5637,1.54718E+12,2018-01-11 14:53:57,0.537643,4.00584,8.41528
5638,1.54718E+12,2018-01-11 14:53:57,0.710342,3.92458,8.42545
5639,1.54718E+12,2018-01-11 14:53:57,0.784698,3.92619,8.31444
5640,1.54718E+12,2018-01-11 14:53:57,0.845444,3.93852,8.21643
5641,1.54718E+12,2018-01-11 14:53:57,0.778961,4.0137,8.1084
5642,1.54718E+12,2018-01-11 14:53:57,0.717026,4.07137,8.18616
5643,1.54718E+12,2018-01-11 14:53:57,0.663147,4.12524,8.27852
5644,1.54718E+12,2018-01-11 14:53:57,0.620422,4.19122,8.44814
5645,1.54718E+12,2018-01-11 14:53:57,0.754913,4.17828,8.41685
5646,1.54718E+12,2018-01-11 14:53:57,0.801132,4.114,8.24765
5647,1.54718E+12,2018-01-11 14:53:57,0.635254,4.15631,8.2169
5648,1.54718E+12,2018-01-11 14:53:57,0.64328,4.10822,8.2169
5649,1.54718E+12,2018-01-11 14:53:57,0.65123,4.06056,8.2169
5650,1.54718E+12,2018-01-11 14:53:57,0.741943,4.12643,7.80652
5651,1.54718E+12,2018-01-11 14:53:57,0.794754,4.35712,7.48039
5652,1.54718E+12,2018-01-11 14:53:57,1.37463,3.95853,9.01073
5653,1.54718E+12,2018-01-11 14:53:57,1.67424,3.93594,8.7245
5654,1.54718E+12,2018-01-11 14:53:57,1.80428,4.092,8.03958
5655,1.54718E+12,2018-01-11 14:53:58,1.19666,4.61719,7.73718
5656,1.54718E+12,2018-01-11 14:53:58,0.638733,4.97743,8.03374
5657,1.54718E+12,2018-01-11 14:53:58,1.23503,4.20882,8.62019
5658,1.54718E+12,2018-01-11 14:53:58,0.938889,4.06075,8.08176
5659,1.54718E+12,2018-01-11 14:53:58,0.738571,4.02011,7.80412
5660,1.54718E+12,2018-01-11 14:53:58,0.820801,3.94704,7.75037
5661,1.54718E+12,2018-01-11 14:53:58,0.95459,3.83844,7.95126
5662,1.54718E+12,2018-01-11 14:53:58,0.880325,3.95903,8.24982
5663,1.54718E+12,2018-01-11 14:53:58,0.77002,4.06816,8.43132
5664,1.54718E+12,2018-01-11 14:53:58,0.601761,4.10579,8.29141
5665,1.54718E+12,2018-01-11 14:53:58,0.388947,4.11592,8.00766
5666,1.54718E+12,2018-01-11 14:53:58,0.233841,4.20181,8.13289
5667,1.54718E+12,2018-01-11 14:53:58,0.0937042,4.42654,8.3249
5668,1.54718E+12,2018-01-11 14:53:58,0.10025,4.44478,8.24512
5669,1.54718E+12,2018-01-11 14:53:58,0.144821,4.39761,8.25685
5670,1.54718E+12,2018-01-11 14:53:58,0.162399,4.35362,8.35362
5671,1.54718E+12,2018-01-11 14:53:58,0.196136,4.39998,8.17085
5672,1.54718E+12,2018-01-11 14:53:58,-0.0583496,4.83823,7.97157
5673,1.54718E+12,2018-01-11 14:53:58,-0.791565,5.20013,8.42981
5674,1.54718E+12,2018-01-11 14:53:58,-1.13666,4.83546,8.22656
5675,1.54718E+12,2018-01-11 14:53:58,-1.20099,4.57008,8.25069
5676,1.54718E+12,2018-01-11 14:53:58,-1.26486,4.3087,8.27652
5677,1.54718E+12,2018-01-11 14:53:58,-1.4369,4.20369,8.51639
5678,1.54718E+12,2018-01-11 14:53:58,-1.76184,4.20433,8.30336
5679,1.54718E+12,2018-01-11 14:53:58,-2.02646,4.33432,8.32269
5680,1.54718E+12,2018-01-11 14:53:58,-1.92709,4.41412,8.2951
5681,1.54718E+12,2018-01-11 14:53:58,-1.7274,4.44885,8.22565
5682,1.54718E+12,2018-01-11 14:53:58,-1.42274,4.42198,8.07532
5683,1.54718E+12,2018-01-11 14:53:58,-1.22583,4.35588,7.69528
5684,1.54718E+12,2018-01-11 14:53:58,-1.35271,4.4496,7.43359
5685,1.54718E+12,2018-01-11 14:53:58,-1.58926,4.57254,7.49322
5686,1.54718E+12,2018-01-11 14:53:58,-1.66467,4.62909,7.58749
5687,1.54718E+12,2018-01-11 14:53:58,-1.72383,4.67348,7.66145
5688,1.54718E+12,2018-01-11 14:53:58,-1.51219,5.33487,6.96037
5689,1.54718E+12,2018-01-11 14:53:58,-1.51775,5.61108,7.31541
5690,1.54718E+12,2018-01-11 14:53:58,-2.35773,5.62035,8.51502
5691,1.54718E+12,2018-01-11 14:53:58,-2.63066,5.65031,7.74498
5692,1.54718E+12,2018-01-11 14:53:58,-2.4182,5.65031,6.67253
5693,1.54718E+12,2018-01-11 14:53:58,-2.09885,5.83134,7.22653
5694,1.54718E+12,2018-01-11 14:53:58,-1.83629,5.5936,7.40218
5695,1.54718E+12,2018-01-11 14:53:58,-1.70998,5.30229,7.16376
5696,1.54718E+12,2018-01-11 14:53:58,-1.76868,5.17261,7.27229
5697,1.54718E+12,2018-01-11 14:53:58,-1.83774,5.04983,7.41042
5698,1.54718E+12,2018-01-11 14:53:58,-1.87706,5.00731,7.54382
5699,1.54718E+12,2018-01-11 14:53:58,-1.8593,5.05515,7.42645
5700,1.54718E+12,2018-01-11 14:53:58,-1.87427,5.06343,7.41933
5701,1.54718E+12,2018-01-11 14:53:58,-1.97935,5.00223,7.44141
5702,1.54718E+12,2018-01-11 14:53:58,-2.09187,4.96205,7.61018
5703,1.54718E+12,2018-01-11 14:53:58,-2.2025,4.9223,7.7762
5704,1.54718E+12,2018-01-11 14:53:59,-2.12091,4.81737,7.65726
5705,1.54718E+12,2018-01-11 14:53:59,-2.16435,4.82692,7.68115
5706,1.54718E+12,2018-01-11 14:53:59,-2.13512,4.83575,7.77637
