id,attr_time,attr_x,attr_y,attr_z
1534,1547182355054,-0.106827,0.9245,2.53423
1535,1547182355078,-0.291138,0.434784,0.548279
1536,1547182355094,-0.412476,0.319351,0.94989
1537,1547182355109,-0.678772,0.432556,3.19595
1538,1547182355170,-0.571137,1.25926,5.7935
1539,1547182355170,-0.422714,2.14276,8.36627
1540,1547182355173,-0.306458,2.83473,10.3813
1541,1547182355190,-0.358887,3.42874,11.7265
1542,1547182355224,-0.358734,3.98914,12.6534
1543,1547182355273,-0.245758,3.88965,12.6396
1544,1547182355273,-0.0273132,3.34351,11.4615
1545,1547182355274,0.191147,2.79738,10.2835
1546,1547182355302,0.175613,2.14844,8.95949
1547,1547182355318,-0.0948639,1.81815,8.11407
1548,1547182355334,-0.240387,1.61656,7.7218
1549,1547182355383,-0.329452,1.69208,7.66748
1550,1547182355383,-0.387802,1.83379,7.67581
1551,1547182355399,-0.336838,2.02808,8.04698
1552,1547182355418,-0.181442,2.29382,8.90051
1553,1547182355428,-0.0442963,2.50116,9.49748
1554,1547182355490,0.0191498,2.6373,9.81995
1555,1547182355490,0.0191498,2.6015,9.90048
1556,1547182355493,0.0191498,2.56659,9.97903
1557,1547182355509,-0.0940094,2.50999,9.86588
1558,1547182355541,-0.148239,2.34204,9.65343
1559,1547182355554,-0.181854,2.14409,10.1281
1560,1547182355596,-0.323227,2.40332,14.4557
1561,1547182355597,-0.571472,2.98573,20.8146
1562,1547182355620,0.0496979,4.0675,25.1341
1563,1547182355634,0.599503,4.27501,22.7989
1564,1547182355653,0.741394,3.21516,13.4541
1565,1547182355709,0.60968,2.39392,6.84389
1566,1547182355710,0.482376,1.63016,0.557022
1567,1547182355715,0.383072,1.0343,-4.34787
1568,1547182355736,0.448608,0.739349,-6.26494
1569,1547182355763,0.635834,0.603271,-8.55612
1570,1547182355792,0.184555,0.0668182,-9.23566
1571,1547182355792,-0.306854,-0.901566,-8.18056
1572,1547182355813,-0.781357,-0.987366,-5.60114
1573,1547182355843,-0.984909,-0.900559,0.76033
1574,1547182355859,-0.858093,-0.325623,12.7141
1575,1547182355874,0.78801,2.02205,28.4334
1576,1547182355926,2.29347,3.99919,30.21
1577,1547182355926,3.36952,5.52568,26.9152
1578,1547182355936,3.0006,5.54025,21.0824
1579,1547182355953,1.22766,3.58827,13.2751
1580,1547182355974,0.718399,2.00473,7.72726
1581,1547182355993,0.068634,0.600418,0.963196
1582,1547182356032,-0.152466,0.469528,0.32692
1583,1547182356032,-0.344772,0.402222,0
1584,1547182356048,-0.726379,0.593018,1.83165
1585,1547182356078,-0.712906,0.997986,4.71333
1586,1547182356096,-0.38588,1.73561,7.83147
1587,1547182356134,-0.102005,2.82834,9.95515
1588,1547182356134,0.0123901,4.00093,11.5663
1589,1547182356157,0.00683594,4.55841,12.3584
1590,1547182356171,-0.0564575,4.74161,12.7722
1591,1547182356188,0.198883,4.35956,12.2914
1592,1547182356247,0.268494,3.65883,10.7768
1593,1547182356248,0.311569,2.93391,9.16908
1594,1547182356256,0.344772,2.37505,7.9296
1595,1547182356271,0.211411,2.24168,7.47951
1596,1547182356301,-0.0404511,2.20692,6.79314
1597,1547182356356,-0.0347137,2.30695,6.94914
1598,1547182356357,0.042923,2.5321,7.65564
1599,1547182356357,0.12056,2.75725,8.36211
1600,1547182356393,0.226273,3.07658,9.04929
1601,1547182356393,0.357117,3.33829,9.60541
1602,1547182356413,0.363922,3.37743,9.80043
1603,1547182356463,0.382263,3.32904,9.63873
1604,1547182356463,0.407181,3.24596,9.3064
1605,1547182356475,0.357635,3.16223,8.95323
1606,1547182356499,0.273788,3.05444,8.70477
1607,1547182356513,0.0643616,3.02628,9.19533
1608,1547182356573,0.105438,3.03316,10.1755
1609,1547182356573,0.15921,3.28407,11.7974
1610,1547182356574,0.210693,3.52426,13.3501
1611,1547182356605,-0.172058,3.54417,15.1621
1612,1547182356621,-0.099762,3.69266,13.0594
1613,1547182356635,-0.00727844,3.61452,9.48514
1614,1547182356679,0.12709,3.39264,6.62013
1615,1547182356679,0.269974,3.21164,4.01955
1616,1547182356701,0.331421,3.07135,2.55899
1617,1547182356716,0.280014,2.77104,0.582565
1618,1547182356734,0.347916,2.25752,-0.87854
1619,1547182356787,0.688766,1.78036,0.199127
1620,1547182356787,1.04517,1.31703,1.48933
1621,1547182356803,1.46358,0.927246,3.37741
1622,1547182356812,1.85789,0.842758,5.84186
1623,1547182356845,2.16495,2.42886,21.8517
1624,1547182356895,-4.35162,2.7301,26.9208
1625,1547182356895,-2.8279,2.89252,22.4734
1626,1547182356896,-1.30417,3.05495,18.0259
1627,1547182356923,-0.559387,2.86589,15.6634
1628,1547182356938,0.713547,1.96294,13.0129
1629,1547182356952,0.600494,1.77986,9.89969
1630,1547182357003,0.137039,1.92003,8.27646
1631,1547182357003,-0.169357,2.18503,7.58086
1632,1547182357018,-0.486786,2.27994,7.31515
1633,1547182357032,-0.743362,2.11052,6.7135
1634,1547182357050,-0.9534,2.19931,5.14699
1635,1547182357115,-0.819305,2.24359,4.66199
1636,1547182357115,-0.694397,2.35959,4.80476
1637,1547182357115,-0.574615,2.47081,4.94163
1638,1547182357146,-0.12944,2.49074,4.84123
1639,1547182357157,0.32634,2.54216,4.43802
1640,1547182357175,0.911896,2.39395,4.68539
1641,1547182357191,0.424225,2.19543,7.77818
1642,1547182357220,1.93376,2.53203,18.0971
1643,1547182357237,-1.44452,2.85959,19.3834
1644,1547182357252,-0.915924,3.2002,16.0327
1645,1547182357267,-0.504623,3.30896,13.3343
1646,1547182357328,-0.268509,2.74942,11.6116
1647,1547182357328,-0.040802,2.18015,9.854
1648,1547182357332,0.134079,1.74298,8.50421
1649,1547182357352,0.289932,2.19325,5.73325
1650,1547182357392,0.650406,2.33754,3.73918
1651,1547182357392,0.455139,2.53281,2.84422
1652,1547182357435,0.355865,2.43736,2.56563
1653,1547182357435,0.264359,2.31841,2.33685
1654,1547182357462,0.165604,2.228,2.65146
1655,1547182357479,0.0465088,2.16435,3.8382
1656,1547182357495,0.123199,2.19064,5.931
1657,1547182357543,-0.00839233,2.40158,10.777
1658,1547182357543,-0.223557,2.66638,16.4291
1659,1547182357556,-0.606995,2.89049,17.553
1660,1547182357571,-0.283539,3.41348,13.8153
1661,1547182357589,0.282654,3.27939,13.575
1662,1547182357647,0.503326,2.47391,12.9437
1663,1547182357647,0.628693,2.09782,10.4722
1664,1547182357650,0.746994,1.74298,8.14029
1665,1547182357681,0.589447,1.98047,6.14641
1666,1547182357697,0.383286,2.32825,4.39816
1667,1547182357713,0.23526,2.5141,3.91443
1668,1547182357754,0.0261536,2.58496,5.04591
1669,1547182357754,-0.233032,2.61374,6.86012
1670,1547182357794,-0.329285,2.58739,7.82341
1671,1547182357795,-0.343582,2.4445,9.05226
1672,1547182357810,-0.534607,2.86395,9.74222
1673,1547182357866,-0.383514,3.00392,10.1043
1674,1547182357866,-0.197968,3.10384,10.4254
1675,1547182357873,-0.0574646,3.1795,10.6686
1676,1547182357892,-0.126816,3.00612,10.2872
1677,1547182357923,0.146851,2.6304,10.2059
1678,1547182357975,0.469528,2.32495,10.0782
1679,1547182357975,0.500519,2.34821,9.36534
1680,1547182357975,0.531509,2.37146,8.65244
1681,1547182357994,0.241959,2.66937,7.27856
1682,1547182358016,0.185547,2.73416,7.01027
1683,1547182358033,0.0865021,2.80396,7.13144
1684,1547182358082,0.21434,2.84067,7.80516
1685,1547182358082,0.421082,2.87375,8.52466
1686,1547182358095,0.498276,2.93971,8.85904
1687,1547182358113,0.558365,3.18533,9.21445
1688,1547182358132,0.746109,3.56081,10.2421
1689,1547182358189,0.355881,3.68266,10.1522
1690,1547182358189,0.222046,3.23651,9.59006
1691,1547182358205,0.143372,2.81346,9.08929
1692,1547182358225,0.965942,2.76369,9.60719
1693,1547182358239,1.41058,2.30875,9.79193
1694,1547182358255,0.957581,1.94438,9.38527
1695,1547182358302,0.544525,1.96999,9.44081
1696,1547182358302,1.03183,2.38086,9.52679
1697,1547182358318,2.12427,2.64297,8.94592
1698,1547182358331,2.78494,3.08858,7.88908
1699,1547182358346,0.0506897,3.96425,8.88936
1700,1547182358400,0.250381,3.75688,9.29405
1701,1547182358401,0.685211,3.45036,9.62907
1702,1547182358416,0.982452,3.23413,9.88327
1703,1547182358426,0.900223,3.27527,9.88327
1704,1547182358458,1.51791,3.39305,8.54445
1705,1547182358512,1.54158,3.1842,7.52495
1706,1547182358513,1.86464,2.49193,7.69418
1707,1547182358513,2.18768,1.79967,7.8634
1708,1547182358540,1.06256,2.62297,12.5505
1709,1547182358556,1.76245,2.55424,12.5224
1710,1547182358573,2.23682,2.72209,13.0114
1711,1547182358596,5.60106,3.81702,12.187
1712,1547182358621,7.31256,4.17386,11.2883
1713,1547182358634,9.14409,4.21486,10.575
1714,1547182358651,9.4053,4.78236,13.3887
1715,1547182358685,8.46146,5.43851,14.0848
1716,1547182358734,7.20865,5.10948,14.7565
1717,1547182358734,6.69585,4.90613,9.52257
1718,1547182358734,6.20577,4.71179,4.52025
1719,1547182358761,3.54868,4.05266,5.6711
1720,1547182358792,-0.0541534,3.30313,2.46771
1721,1547182358792,-1.71837,2.62038,-0.661575
1722,1547182358840,-2.88681,1.91591,-1.67702
1723,1547182358840,-4.40634,0.94722,-2.72169
1724,1547182358858,-5.03888,0.378998,-3.78619
1725,1547182358874,-5.70845,-0.613663,-5.57428
1726,1547182358891,-6.79779,-1.6026,-5.25623
1727,1547182358946,-7.0256,-2.24631,-3.72607
1728,1547182358946,-3.80054,-3.09822,-3.03644
1729,1547182358953,-1.24498,-3.77325,-2.48997
1730,1547182358968,4.19244,-5.33675,0.0463409
1731,1547182358993,12.7464,-5.41148,10.6657
1732,1547182359055,31.2073,-0.85907,20.2624
1733,1547182359055,32.6132,2.32912,17.5966
1734,1547182359055,34.0191,5.51743,14.9307
1735,1547182359079,23.5627,4.03986,16.7696
1736,1547182359095,16.316,1.83507,14.3263
1737,1547182359111,12.5779,-0.404984,9.45889
1738,1547182359161,8.85725,-0.798386,3.54346
1739,1547182359161,4.79306,-0.642395,-2.72935
1740,1547182359173,1.20679,-0.378571,-6.22493
1741,1547182359196,-1.7135,-0.373947,-5.40834
1742,1547182359224,-3.78264,-0.534546,-3.4857
1743,1547182359268,-5.76985,-0.328995,-2.08119
1744,1547182359268,-6.49789,0.0971832,-1.34428
1745,1547182359269,-7.1826,0.498001,-0.65123
1746,1547182359303,-5.80649,0.098999,-0.596252
1747,1547182359320,-3.66212,-0.755936,2.55505
1748,1547182359336,-1.12936,-2.11391,6.76984
1749,1547182359377,12.8099,-1.06769,6.61737
1750,1547182359377,32.3032,1.46046,4.54543
1751,1547182359394,38.5302,3.96062,7.62466
1752,1547182359418,32.6681,4.05783,10.865
1753,1547182359429,24.1905,3.37869,14.6769
1754,1547182359484,21.714,2.57909,13.4549
1755,1547182359484,15.1977,1.77724,6.53268
1756,1547182359494,10.0939,1.14922,1.11092
1757,1547182359507,6.33794,0.923157,-0.61058
1758,1547182359537,2.61519,0.401031,-2.17319
1759,1547182359587,-0.0982361,-0.0226746,-3.14656
1760,1547182359587,-2.69341,-0.145523,-3.66866
1761,1547182359587,-5.28847,-0.268372,-4.19074
1762,1547182359617,-6.94865,0.0810242,-3.1871
1763,1547182359634,-6.91092,0.163437,-0.788651
1764,1547182359651,-5.13384,-0.0973968,1.34203
1765,1547182359697,0.605164,-1.19341,1.76237
1766,1547182359697,7.27151,-2.47255,1.81157
1767,1547182359718,18.7805,-1.93111,1.91739
1768,1547182359729,32.9141,1.53418,5.51613
1769,1547182359750,28.7072,0.570831,12.4441
1770,1547182359825,15.8819,2.67342,15.9048
1771,1547182359825,12.7616,1.62047,13.8182
1772,1547182359825,9.64133,0.56752,11.7316
1773,1547182359842,7.12642,-0.348969,9.76854
1774,1547182359858,4.44481,-1.20964,3.53636
1775,1547182359871,2.56445,0.994019,3.05418
1776,1547182359917,1.5788,0.572205,4.00056
1777,1547182359917,1.13277,-0.405273,4.62691
1778,1547182359937,1.08035,-0.719391,4.94939
1779,1547182359951,1.33551,-0.765564,5.0499
1780,1547182359966,0.720261,-0.216827,9.02119
1781,1547182359991,0.16539,0.215317,12.0729
1782,1547182360017,1.39777,-0.0395203,9.8485
1783,1547182360033,1.23639,1.49078,7.21027
1784,1547182360047,1.65051,1.51349,9.93353
1785,1547182360079,2.17014,0.404541,12.9663
1786,1547182360134,1.10448,1.24965,10.4635
1787,1547182360134,1.25107,1.37309,9.5994
1788,1547182360134,1.39767,1.49654,8.73525
1789,1547182360161,1.31161,1.83954,7.94888
1790,1547182360175,1.21637,1.92342,6.75937
1791,1547182360192,1.30322,1.28958,8.10959
1792,1547182360242,1.08891,1.12045,9.02705
1793,1547182360242,0.815323,1.06413,9.68692
1794,1547182360254,0.987045,1.06494,9.55638
1795,1547182360269,1.48636,1.59547,8.61774
1796,1547182360286,1.62762,1.80013,8.40875
1797,1547182360348,1.32706,1.77444,8.86266
1798,1547182360348,1.1855,1.82753,8.75648
1799,1547182360348,1.05345,1.87706,8.65744
1800,1547182360393,1.24036,1.88974,8.5497
1801,1547182360393,1.16075,1.77829,9.66417
1802,1547182360413,0.797516,1.73944,9.68968
1803,1547182360453,0.600616,1.69156,9.25398
1804,1547182360454,0.667389,1.64384,8.74835
1805,1547182360476,0.710846,1.52141,8.99315
1806,1547182360491,0.227478,1.37698,10.2112
1807,1547182360508,-0.354828,1.4156,9.10689
1808,1547182360562,-0.0556946,1.39732,9.39819
1809,1547182360563,0.296982,1.37573,9.86603
1810,1547182360570,0.546005,1.42595,10.3127
1811,1547182360595,0.456406,1.5419,10.0201
1812,1547182360669,0.478653,1.61838,8.9102
1813,1547182360669,0.71141,1.72655,8.67659
1814,1547182360669,0.665222,1.68036,8.67659
1815,1547182360669,0.619049,1.63419,8.67659
1816,1547182360695,0.266373,1.45132,9.28951
1817,1547182360711,0.390839,1.50175,9.21497
1818,1547182360726,0.416794,1.61346,9.03624
1819,1547182360777,0.494125,1.64774,9.24509
1820,1547182360777,0.609222,1.67241,9.54927
1821,1547182360795,0.639008,1.58098,9.93043
1822,1547182360808,0.544205,1.51115,9.61499
1823,1547182360840,0.574615,1.59111,9.11577
1824,1547182360886,0.618958,1.70255,8.96631
1825,1547182360886,0.80397,1.69374,8.81654
1826,1547182360887,0.976837,1.68552,8.67659
1827,1547182360924,0.522339,1.65971,9.26056
1828,1547182360936,0.027771,1.93243,9.67516
1829,1547182360953,0.456192,1.73524,9.84111
1830,1547182360995,0.514954,1.99091,9.40294
1831,1547182360995,0.343369,2.41037,8.78328
1832,1547182361009,0.210541,2.40926,8.82646
1833,1547182361032,0.191544,2.31378,9.1936
1834,1547182361048,0.261154,2.34889,9.59239
1835,1547182361108,0.301697,2.34247,9.2663
1836,1547182361109,0.33783,2.32802,8.8905
1837,1547182361110,0.432129,2.28835,8.61913
1838,1547182361131,0.58786,2.24214,8.97864
1839,1547182361161,0.467621,2.27506,9.10133
1840,1547182361212,0.35434,2.34792,8.57843
1841,1547182361212,0.169846,2.37866,8.62456
1842,1547182361212,-0.0146637,2.40941,8.67069
1843,1547182361238,0.0735168,2.40173,8.65027
1844,1547182361255,0.325424,2.41371,9.1443
1845,1547182361269,0.315826,2.25931,9.26526
1846,1547182361321,0.121124,2.23505,9.21811
1847,1547182361321,-0.108765,2.25148,9.17706
1848,1547182361335,-0.386215,2.33308,9.27011
1849,1547182361348,-0.259766,2.34273,9.02295
1850,1547182361391,-0.000350952,2.46701,9.15785
1851,1547182361391,-0.0164948,2.28941,9.27087
1852,1547182361412,-0.0849304,2.293,9.16895
1853,1547182361426,-0.0651245,2.35207,9.06158
1854,1547182361459,0.0330048,2.35765,9.08412
1855,1547182361475,-0.0124207,2.34807,9.1228
1856,1547182361493,0.0117035,2.32185,9.0394
1857,1547182361535,0.0323639,2.36317,8.88326
1858,1547182361535,0.0514679,2.4014,8.71127
1859,1547182361555,0.0425415,2.39099,8.71709
1860,1547182361571,0.00669861,2.33098,8.96007
1861,1547182361590,-0.046463,2.36403,9.02502
1862,1547182361646,-0.0137939,2.39999,8.90282
1863,1547182361646,0.0388794,2.4301,8.75983
1864,1547182361652,-0.0233765,2.46165,8.72743
1865,1547182361668,-0.223663,2.36208,8.97275
1866,1547182361702,0.181808,2.5153,8.84824
1867,1547182361757,0.237885,2.69223,8.91844
1868,1547182361757,-0.101807,2.51466,9.31218
1869,1547182361758,-0.441498,2.3371,9.70592
1870,1547182361792,-0.0659027,2.70895,8.58566
1871,1547182361792,0.0881195,2.65294,9.00571
1872,1547182361813,-0.09021,2.54063,9.84068
1873,1547182361854,-0.0861206,2.48898,9.58482
1874,1547182361854,-0.00363159,2.46423,8.98271
1875,1547182361870,0.0383148,2.52667,8.24795
1876,1547182361884,0.0211182,2.60291,7.87608
1877,1547182361920,-0.18103,2.60315,8.59277
1878,1547182361966,-0.313965,2.57567,9.26028
1879,1547182361966,-0.119186,2.61108,9.2957
1880,1547182361966,0.0574646,2.6432,9.3278
1881,1547182361991,0.0895233,2.6913,8.84674
1882,1547182362018,-0.0391693,2.70065,8.60237
1883,1547182362034,-0.31778,2.64116,9.06052
1884,1547182362076,-0.316162,2.55135,9.11253
1885,1547182362076,-0.220474,2.47479,8.96898
1886,1547182362098,-0.153244,2.43634,8.69576
1887,1547182362109,-0.0957642,2.45125,8.18674
1888,1547182362127,-0.219025,2.47081,8.48933
1889,1547182362182,-0.229843,2.464,8.88391
1890,1547182362182,-0.229843,2.45674,9.26913
1891,1547182362199,-0.222946,2.45166,9.38652
1892,1547182362204,-0.228561,2.4874,8.59892
1893,1547182362237,-0.262924,2.48582,8.68831
1894,1547182362285,-0.362564,2.46788,9.09641
1895,1547182362285,-0.308395,2.46013,9.14284
1896,1547182362285,-0.254211,2.45239,9.18928
1897,1547182362314,-0.224075,2.52338,8.69574
1898,1547182362330,-0.125381,2.47951,9.00177
1899,1547182362347,-0.286835,2.37744,9.88327
1900,1547182362396,-0.216995,2.5799,9.37004
1901,1547182362396,-0.0847626,2.85263,8.53532
1902,1547182362410,-0.0416107,2.53909,7.20097
1903,1547182362433,-0.126663,1.94505,6.25648
1904,1547182362463,-1.16132,3.21768,8.98682
1905,1547182362500,-1.5258,3.68546,10.4598
1906,1547182362500,-1.06606,3.20804,10.1768
1907,1547182362504,-0.65123,2.77727,9.92157
1908,1547182362536,-0.418839,2.62276,8.13391
1909,1547182362553,-0.976257,2.57645,7.99675
1910,1547182362568,-0.939712,2.63699,8.24931
1911,1547182362586,-0.831863,2.71568,8.34393
1912,1547182362615,-0.552612,2.75812,9.00295
1913,1547182362631,-0.575531,2.78949,9.03082
1914,1547182362647,-0.503891,2.86037,8.9449
1915,1547182362664,-0.191467,2.89082,8.75041
1916,1547182362720,-0.336975,2.88533,9.0701
1917,1547182362720,-0.511429,2.87807,9.42627
1918,1547182362727,-0.492462,2.86229,9.52223
1919,1547182362748,-0.401566,2.90935,8.77571
1920,1547182362786,-0.364655,2.88467,8.68928
1921,1547182362786,-0.156021,2.84294,9.07873
1922,1547182362825,-0.258636,2.86665,8.892
1923,1547182362825,-0.437561,2.90642,8.56393
1924,1547182362854,-0.51326,2.86913,8.48389
1925,1547182362870,-0.54541,2.96161,8.66893
1926,1547182362883,-0.467758,2.93855,9.31572
1927,1547182362933,-0.356812,2.89374,9.30733
1928,1547182362933,-0.245789,2.8541,9.2439
1929,1547182362951,-0.20285,2.86864,9.06593
1930,1547182362967,0.0476379,2.90941,8.43002
1931,1547182362986,0.0451508,2.95854,8.21281
1932,1547182363040,0.162888,2.88733,8.00676
1933,1547182363040,0.268906,2.79898,8.71356
1934,1547182363046,0.363922,2.71982,9.34697
1935,1547182363078,0.252136,2.80138,9.6985
1936,1547182363092,0.280014,2.65778,9.16464
1937,1547182363108,0.341736,2.69376,8.57375
1938,1547182363148,0.362518,2.67325,8.51115
1939,1547182363148,0.333771,2.63492,8.65492
1940,1547182363170,0.199799,2.56659,9.58812
1941,1547182363186,0.210693,2.56659,9.44653
1942,1547182363203,0.120712,2.58458,9.04224
1943,1547182363257,0.177109,2.60646,8.93152
1944,1547182363257,0.242599,2.6283,8.83691
1945,1547182363268,0.276291,2.6432,8.7283
1946,1547182363282,0.230789,2.6432,8.75178
1947,1547182363314,0.216248,2.51468,9.01477
1948,1547182363363,0.181534,2.45859,9.10492
1949,1547182363363,0.204773,2.4276,9.07393
1950,1547182363363,0.228027,2.39661,9.04294
1951,1547182363388,0.167725,2.44077,8.97841
1952,1547182363409,0.211975,2.42357,8.91031
1953,1547182363424,0.298325,2.39825,9.08376
1954,1547182363478,0.2547,2.41637,9.061
1955,1547182363478,0.198761,2.44034,9.02106
1956,1547182363492,0.172379,2.44009,8.89816
1957,1547182363505,0.120651,2.43251,8.81259
1958,1547182363538,0.120224,2.39243,8.95004
1959,1547182363585,0.169891,2.37007,9.04446
1960,1547182363586,0.160995,2.35228,9.19572
1961,1547182363602,0.138046,2.33977,9.30051
1962,1547182363621,0.0705719,2.35776,9.14232
1963,1547182363634,0.199005,2.37505,9.05127
1964,1547182363651,0.135986,2.31279,9.19757
1965,1547182363692,0.0887909,2.25137,9.25119
1966,1547182363692,0.0791321,2.21274,9.25119
1967,1547182363716,-0.00531006,2.09035,8.85992
1968,1547182363730,0.0845947,2.32701,9.03308
1969,1547182363746,0.755402,2.17531,9.13528
1970,1547182363801,0.532501,2.15732,8.90457
1971,1547182363801,0.268845,2.15001,8.66289
1972,1547182363816,0.0562439,2.1689,8.56743
1973,1547182363826,0.205917,2.20267,8.90082
1974,1547182363856,0.483841,2.15492,9.14424
1975,1547182363906,0.42485,2.14172,9.42114
1976,1547182363906,0.385818,2.18076,9.31966
1977,1547182363906,0.346786,2.21979,9.21817
1978,1547182363936,0.342102,2.15065,9.07071
1979,1547182363953,0.276871,2.15392,9.01263
1980,1547182363967,0.216492,2.09354,9.03859
1981,1547182363989,0.287598,2.05698,8.99437
1982,1547182364015,0.281143,2.06792,9.05966
1983,1547182364033,0.245819,2.14037,9.02618
1984,1547182364046,0.195251,2.21625,8.98491
1985,1547182364076,0.294983,2.23712,8.96967
1986,1547182364118,0.340851,2.18729,9.0598
1987,1547182364118,0.260483,2.1337,9.19374
1988,1547182364123,0.191544,2.08774,9.30865
1989,1547182364155,0.296097,2.08774,9.22545
1990,1547182364171,0.348282,2.08774,9.16678
1991,1547182364186,0.352066,2.1142,9.11574
1992,1547182364230,0.349472,2.13327,9.01129
1993,1547182364230,0.330429,2.14278,8.89708
1994,1547182364253,0.372314,2.1368,8.91248
1995,1547182364268,0.342957,2.11267,9.02496
1996,1547182364285,0.325607,2.1252,9.1329
1997,1547182364340,0.367874,2.14014,9.17151
1998,1547182364340,0.411697,2.15474,9.20802
1999,1547182364349,0.405365,2.18779,9.23204
2000,1547182364366,0.421158,2.18362,9.02257
2001,1547182364391,0.374832,2.16798,8.97482
2002,1547182364449,0.344772,2.16435,9.09465
2003,1547182364450,0.344772,2.16435,9.13348
2004,1547182364450,0.344772,2.16435,9.17233
2005,1547182364475,0.344772,2.13168,9.19035
2006,1547182364493,0.355377,2.1452,9.06203
2007,1547182364508,0.398315,2.1452,8.985
2008,1547182364560,0.41713,2.16011,9.0278
2009,1547182364560,0.433228,2.17621,9.07608
2010,1547182364570,0.416672,2.19543,9.19339
2011,1547182364593,0.430496,2.20267,9.20879
2012,1547182364620,0.419281,2.22391,9.28741
2013,1547182364665,0.410095,2.24622,9.23882
2014,1547182364665,0.436874,2.26407,9.13173
2015,1547182364665,0.459686,2.27928,9.04051
2016,1547182364699,0.443024,2.27928,8.91563
2017,1547182364714,0.451828,2.27928,8.87251
2018,1547182364729,0.453339,2.29208,8.97053
2019,1547182364774,0.445389,2.31273,9.0451
2020,1547182364774,0.425995,2.33212,9.10327
2021,1547182364792,0.478867,2.33675,9.16025
2022,1547182364808,0.511551,2.30962,9.16103
2023,1547182364826,0.498657,2.31691,8.95203
2024,1547182364881,0.469437,2.31758,9.00185
2025,1547182364881,0.440079,2.31758,9.06058
2026,1547182364892,0.397079,2.31758,9.14658
2027,1547182364924,0.459747,2.35603,9.0022
2028,1547182364936,0.483917,2.3891,9.01238
2029,1547182364991,0.501236,2.38803,9.03076
2030,1547182364992,0.509033,2.41922,9.00737
2031,1547182364992,0.51683,2.45041,8.98398
2032,1547182365016,0.509201,2.49791,8.94006
2033,1547182365032,0.511093,2.50676,8.84897
2034,1547182365049,0.536301,2.4382,8.96976
2035,1547182365095,0.528778,2.44002,9.0056
2036,1547182365096,0.520691,2.4481,9.02988
2037,1547182365110,0.492859,2.47594,9.02837
2038,1547182365126,0.548157,2.45529,8.90004
2039,1547182365163,0.491226,2.45166,8.93797
2040,1547182365205,0.443176,2.44901,8.92165
2041,1547182365205,0.451904,2.44028,9.03529
2042,1547182365219,0.470352,2.44318,9.13095
2043,1547182365234,0.54184,2.51189,9.08687
2044,1547182365250,0.574615,2.52827,8.97317
2045,1547182365266,0.535599,2.51527,8.91943
2046,1547182365305,0.49559,2.50912,8.95433
2047,1547182365305,0.46666,2.50912,8.99291
2048,1547182365331,0.494751,2.49158,9.04538
2049,1547182365346,0.60498,2.45706,8.83192
2050,1547182365366,0.613388,2.48901,8.69766
2051,1547182365391,0.597733,2.45959,8.80202
2052,1547182365411,0.460266,2.47987,9.14578
2053,1547182365426,0.469925,2.57637,9.03963
2054,1547182365461,0.764954,2.4711,9.19582
2055,1547182365474,0.731659,2.50577,9.2014
2056,1547182365530,0.684692,2.62315,8.82532
2057,1547182365530,0.312271,2.80161,8.72446
2058,1547182365531,-0.0601349,2.98006,8.6236
2059,1547182365553,0.32103,3.16519,8.8381
2060,1547182365569,0.434921,3.29463,8.6187
2061,1547182365590,0.292542,3.47525,8.50421
2062,1547182365634,0.138779,3.46591,8.67926
2063,1547182365634,-0.0106812,3.38678,8.91663
2064,1547182365649,0.119095,3.36411,8.5443
2065,1547182365666,0.264481,3.42299,8.15314
2066,1547182365699,0.282288,3.23607,8.40108
2067,1547182365745,0.265152,3.10828,8.7179
2068,1547182365745,0.317322,3.12566,8.66573
2069,1547182365745,0.363922,3.14119,8.61913
2070,1547182365796,0.20372,3.20734,8.57217
2071,1547182365796,0.148682,3.1248,8.95735
2072,1547182365808,0.107712,3.11606,9.04649
2073,1547182365852,0.138977,3.11484,8.94688
2074,1547182365852,0.196396,3.10527,8.82246
2075,1547182365877,0.141769,3.09393,8.78883
2076,1547182365889,0.200226,3.05588,8.52344
2077,1547182365905,0.172882,2.98872,8.35254
2078,1547182365959,0.165192,2.95206,8.46585
2079,1547182365959,0.157944,2.91579,8.58194
2080,1547182365968,0.190186,2.8922,9.18726
2081,1547182365993,0.225037,2.84911,9.66771
2082,1547182366015,0.309326,2.58539,9.42171
2083,1547182366070,0.281448,2.70477,9.0981
2084,1547182366070,0.312241,2.75865,8.92108
2085,1547182366070,0.343018,2.81253,8.74406
2086,1547182366093,0.274307,2.86687,8.70874
2087,1547182366110,0.354126,2.80931,8.72917
2088,1547182366125,0.350342,2.6908,8.87427
2089,1547182366179,0.314941,2.7486,8.88728
2090,1547182366179,0.282822,2.82088,8.88728
2091,1547182366191,0.318939,2.89197,8.92537
2092,1547182366207,0.362198,2.87646,8.97963
2093,1547182366236,0.331482,2.85654,8.9639
2094,1547182366284,0.25174,2.85928,8.95566
2095,1547182366284,0.260406,2.81595,8.92966
2096,1547182366284,0.268158,2.77727,8.90643
2097,1547182366318,0.26918,2.78062,8.83888
2098,1547182366331,0.338715,2.78803,8.78311
2099,1547182366348,0.27977,2.75058,8.67894
2100,1547182366390,0.282516,2.77489,8.78915
2101,1547182366390,0.301453,2.82222,8.98801
2102,1547182366403,0.306458,2.96953,8.97311
2103,1547182366425,0.34877,2.94162,8.65033
